,tradedate,CI005921.WI,CI005920.WI,CI005919.WI,CI005918.WI,CI005917.WI,000300.SH,000905.SH,000852.SH,881001.WI,CI005030.WI,CI005029.WI,CI005028.WI,CI005027.WI,CI005026.WI,CI005025.WI,CI005024.WI,CI005023.WI,CI005022.WI,CI005021.WI,CI005020.WI,CI005019.WI,CI005018.WI,CI005017.WI,CI005016.WI,CI005015.WI,CI005014.WI,CI005013.WI,CI005012.WI,CI005011.WI,CI005010.WI,CI005009.WI,CI005008.WI,CI005007.WI,CI005006.WI,CI005005.WI,CI005004.WI,CI005003.WI,CI005002.WI,CI005001.WI
3059,2018-07-02,2232.6762,4579.5872,8071.6585,3178.4201,5799.2861,3407.9638,5138.7826,5538.0924,3778.0198,1078.8586,3649.9833,2692.2998,4486.8431,3807.5493,4867.6411,1778.1873,5856.0042,6956.6122,6009.1539,4232.1024,13937.2158,10536.5966,3537.3062,11386.7471,7603.3274,4486.6856,5832.154,5181.6149,4362.0965,4586.9894,3164.2743,5226.4702,3339.2457,4269.5877,1472.4569,2319.2101,4075.6536,1583.7082,2338.9
3060,2018-07-03,2245.0129,4661.2311,7999.1337,3199.1362,5855.7045,3409.2801,5197.1313,5601.5906,3802.338,1085.4902,3695.9952,2733.7815,4635.6198,3923.3096,4945.01,1768.1718,5904.5961,7072.4854,6036.3984,4239.009,13675.2046,10477.726,3521.6578,11264.6231,7441.2222,4483.9345,5843.0726,5390.2604,4406.2294,4653.4112,3167.3589,5256.1576,3353.8054,4322.2923,1474.7963,2341.0712,4082.1927,1576.5887,2349.6789
3061,2018-07-04,2242.9138,4563.7786,7849.3801,3153.9324,5798.9693,3363.7473,5121.3436,5500.6654,3744.8972,1068.2841,3637.759,2688.083,4487.936,3840.678,4804.289,1769.2536,5797.081,6978.1479,6019.315,4199.6096,13535.008,10268.3763,3450.3257,10871.4125,7408.1146,4404.1227,5753.4338,5334.3369,4320.5311,4556.8468,3112.1825,5155.1765,3314.2029,4241.4948,1483.8277,2331.6968,4058.3763,1572.8107,2332.5098
3062,2018-07-05,2222.6017,4443.5815,7737.4113,3087.787,5791.4776,3342.4379,4982.7627,5352.6601,3685.2029,1071.8703,3549.6485,2644.7817,4391.211,3722.9394,4680.7634,1748.6871,5709.0299,6944.3072,6063.2209,4098.9836,13464.7023,10005.2454,3349.1206,10872.176,7335.5696,4319.4482,5666.0328,5203.1266,4222.4605,4445.6527,3019.3974,5033.1401,3279.187,4136.162,1443.6524,2287.8953,3938.775,1538.6387,2302.0239
3063,2018-07-06,2216.3749,4466.8444,7803.0768,3094.0397,5843.1797,3365.1227,4996.6299,5374.5801,3706.1205,1065.528,3574.7449,2657.9528,4430.1691,3756.0783,4692.1632,1742.5481,5707.8526,7049.4785,6109.5608,4161.1933,13631.232,10040.7916,3346.2903,11033.5632,7267.4351,4338.117,5698.1239,5264.1492,4246.4923,4444.1369,3036.4481,5081.7625,3269.6655,4146.4279,1454.5119,2275.2627,3965.6001,1537.8635,2297.4384
3064,2018-07-09,2247.1659,4574.0625,8028.3957,3161.5952,6012.9479,3459.1837,5107.5507,5487.5489,3798.1284,1068.5552,3627.136,2687.5108,4518.0828,3834.8327,4858.6126,1769.647,5842.6785,7229.2106,6318.0207,4257.9661,14012.1722,10376.5465,3406.1709,11400.6288,7489.0798,4437.1104,5790.6358,5377.8675,4324.4295,4529.237,3099.1772,5287.9303,3322.8893,4267.4492,1489.1282,2303.3737,4035.1109,1568.7602,2363.8201
3065,2018-07-10,2259.7952,4603.7928,8062.3343,3190.769,6007.5909,3467.5155,5136.5326,5524.8023,3817.6416,1063.6057,3657.8151,2689.9377,4525.0725,3861.2657,4912.4849,1793.5152,5911.6954,7192.903,6297.6505,4273.8014,14014.3287,10482.7676,3426.0612,11358.723,7614.3153,4455.6536,5837.0323,5409.6414,4336.6592,4558.0443,3124.5272,5400.1767,3334.3887,4313.7332,1509.8509,2309.8655,4090.8874,1567.3659,2395.838
3066,2018-07-11,2219.0806,4489.0006,7952.5051,3130.4579,5893.5142,3407.5297,5036.1565,5396.312,3744.9268,1022.8887,3564.8872,2611.4601,4367.4087,3734.3976,4793.1247,1753.313,5771.6187,7017.4321,6219.7476,4247.5974,13841.4643,10391.376,3378.7266,11128.3686,7576.6133,4363.0462,5751.5146,5262.8628,4250.2098,4463.1401,3049.3935,5328.8132,3270.4592,4249.1814,1488.611,2263.8827,4020.1544,1519.1919,2352.6985
3067,2018-07-12,2261.0059,4634.9189,8142.0017,3196.3806,6022.0648,3481.0559,5172.5032,5541.3602,3836.9795,1046.1236,3636.3326,2674.48,4536.401,3909.2518,4994.0385,1789.2478,5879.9112,7210.243,6334.8847,4298.8317,14192.3359,10672.1564,3447.0348,11350.7994,7731.9741,4479.1492,5833.2459,5382.2085,4347.7757,4587.0253,3138.0555,5437.6945,3344.0475,4348.1444,1517.2337,2304.4639,4088.2249,1550.9656,2371.9013
3068,2018-07-13,2260.7306,4646.338,8242.6423,3212.1838,6014.2402,3492.6897,5204.1855,5561.6853,3853.3783,1064.4433,3634.2261,2687.7019,4525.6383,3906.9724,5014.7612,1793.9096,5887.5428,7199.4399,6322.3925,4305.9542,14463.767,10860.0902,3448.9651,11377.8771,7963.8966,4493.6614,5848.0336,5354.597,4353.4726,4590.195,3149.5076,5486.3721,3337.0535,4395.9439,1525.246,2301.5032,4122.3352,1542.2409,2372.1241
3069,2018-07-16,2259.0088,4658.8816,8252.3661,3203.3111,5932.1553,3472.0859,5195.2002,5566.9595,3842.6481,1062.1047,3631.6513,2671.998,4551.7699,3968.7867,5025.697,1789.3425,5802.8567,7128.6064,6219.0316,4296.8189,14477.7303,10875.942,3454.9405,11332.3336,8087.4036,4525.1936,5822.4791,5420.2004,4349.9112,4593.6881,3138.8111,5434.1813,3321.75,4384.0154,1520.9936,2297.7248,4092.9497,1561.7034,2362.5066
3070,2018-07-17,2254.5829,4669.9041,8176.7409,3200.6197,5916.9284,3449.3773,5196.1969,5575.474,3834.3343,1066.9967,3672.1901,2679.8799,4570.0894,4012.833,5037.3744,1788.8034,5804.4448,7115.0833,6191.7909,4331.9037,14284.3743,10746.4617,3451.9872,11200.1736,8038.8257,4526.7128,5794.9016,5421.727,4374.429,4598.9662,3130.2365,5455.2513,3315.4907,4408.7203,1502.5768,2297.9531,4106.2721,1543.8655,2327.6745
3071,2018-07-18,2265.8745,4629.5352,8131.5631,3184.7087,5884.4615,3431.3227,5156.6363,5544.5186,3813.5347,1059.2813,3651.0411,2651.6977,4515.692,3951.1224,4992.957,1778.3496,5732.115,7071.3724,6182.2259,4301.5535,14198.9835,10703.983,3465.0171,11059.1424,8165.6299,4502.3372,5786.6642,5352.5597,4361.8474,4578.2954,3118.7731,5382.0869,3299.6466,4391.7968,1497.495,2336.7125,4059.5909,1532.5964,2322.6543
3072,2018-07-19,2268.9613,4592.1873,8056.149,3159.2054,5889.4108,3428.343,5111.3271,5480.7672,3792.2334,1035.9273,3609.8164,2648.7698,4465.9706,3942.0001,4971.4874,1753.6228,5710.537,7103.2414,6181.0286,4254.2866,14105.644,10503.1476,3441.4204,11073.7624,8069.5899,4473.7592,5714.0905,5257.3085,4320.2157,4541.3124,3084.2754,5405.494,3317.1142,4342.6223,1525.166,2333.253,4015.8313,1528.4325,2322.3684
3073,2018-07-20,2300.0963,4651.8946,8095.9583,3190.8552,6102.89,3492.8938,5175.2516,5541.2117,3851.2965,1052.3892,3651.3648,2673.1419,4588.9284,3975.7933,5027.6816,1763.0369,5795.9507,7367.6255,6456.7515,4295.026,14158.9179,10545.6936,3463.9174,11110.4448,8084.7116,4491.414,5789.9961,5349.298,4371.9135,4590.9116,3123.1062,5493.0864,3355.0025,4376.2046,1544.4889,2367.1387,4051.632,1540.6164,2355.4402
3074,2018-07-23,2352.7323,4700.9098,7993.4539,3234.291,6196.1998,3525.7503,5214.0038,5582.307,3883.1899,1054.8403,3686.2129,2688.0744,4686.3656,4040.5579,5094.7307,1781.2233,5907.8432,7444.5195,6569.927,4377.8723,13980.4403,10119.0643,3487.1588,11107.631,7903.6863,4542.2116,5835.5307,5554.7581,4404.4278,4665.9499,3130.5756,5645.9934,3483.3875,4441.7177,1580.8982,2387.7382,4130.8082,1580.8945,2380.6364
3075,2018-07-24,2412.4384,4757.4823,8143.2325,3294.9554,6261.7663,3581.7057,5304.641,5672.2217,3945.4412,1062.8022,3762.7803,2712.7966,4733.4831,4087.8669,5139.4436,1806.7446,6042.9059,7534.1516,6596.1533,4422.7697,14297.8051,10263.2272,3537.3713,11413.4833,7978.1199,4601.4529,5923.3596,5600.9738,4492.1226,4761.1535,3209.1764,5884.0601,3660.0527,4489.829,1623.3852,2408.3444,4224.5495,1622.8561,2431.5426
3076,2018-07-25,2400.5294,4756.988,8152.7205,3295.2728,6266.4922,3577.7522,5308.6569,5685.5862,3945.9419,1068.2479,3767.9688,2740.6639,4741.2006,4070.9577,5116.7687,1804.4147,6037.4292,7530.7636,6612.8598,4420.5062,14249.5481,10374.7478,3517.4749,11292.9329,8174.2195,4595.7889,5933.0862,5596.6607,4486.4503,4759.7964,3212.4211,5870.6421,3637.0329,4468.9606,1649.6726,2395.4504,4199.0096,1621.4796,2434.4096
3077,2018-07-26,2406.1535,4698.8544,8093.7052,3275.5261,6208.8784,3536.2456,5273.4789,5663.1777,3916.2287,1073.024,3810.4496,2726.8242,4640.6165,3996.042,5020.7616,1805.8632,6012.9138,7416.1791,6572.3463,4427.2218,14070.4366,10283.1109,3516.58,11240.5976,8077.9146,4585.5837,5889.1587,5554.1589,4484.5686,4726.8266,3191.4422,5810.2998,3626.5287,4447.5359,1633.5733,2414.516,4163.6511,1613.842,2430.6189
3078,2018-07-27,2397.7722,4658.4055,8069.3361,3259.8444,6198.0987,3521.2269,5249.2904,5630.2272,3898.2481,1059.1433,3779.3259,2693.3604,4570.2567,3962.2507,4983.4915,1794.1338,5990.8442,7403.0492,6566.1256,4403.9233,14179.0064,10217.0801,3508.0926,11104.1732,8018.7443,4575.0603,5836.3432,5545.5792,4472.479,4701.278,3179.7834,5797.2334,3612.7338,4411.6628,1659.0693,2397.5983,4130.6379,1618.5449,2434.3095
3079,2018-07-30,2410.61,4592.4454,7915.9343,3241.6612,6225.8543,3515.0794,5185.151,5549.0373,3869.4643,1069.9688,3737.5676,2642.904,4508.0438,3889.9158,4888.7992,1776.0442,5953.5564,7413.9884,6643.431,4347.7733,13883.18,9913.7618,3474.5861,11096.3353,7839.6775,4485.5118,5815.3537,5509.9496,4413.1535,4674.9468,3145.2732,5845.3163,3641.9278,4383.8123,1670.8746,2404.4314,4120.4905,1624.4962,2438.8795
3080,2018-07-31,2401.6856,4589.427,7927.741,3241.4899,6250.8643,3517.6568,5188.7166,5542.5434,3872.0117,1063.3317,3752.5819,2642.3597,4484.8397,3900.3208,4880.9809,1781.8072,6019.8595,7431.6803,6657.6687,4396.8197,13913.7557,9928.7769,3475.8785,11086.347,7830.9668,4492.3885,5813.0164,5493.1736,4411.5528,4676.1568,3144.8049,5797.8554,3616.0467,4382.1047,1661.5178,2402.889,4097.0737,1609.3617,2479.0853
3081,2018-08-01,2377.1679,4519.1882,7779.6383,3190.5547,6099.7939,3447.3882,5105.3741,5456.2054,3803.2568,1051.7999,3701.0644,2604.602,4433.5367,3850.9289,4788.4415,1772.8033,5829.5821,7232.96,6533.9261,4320.3983,13668.1049,9755.7859,3432.5666,10782.6574,7834.6496,4444.115,5732.0386,5334.1902,4335.6745,4605.1509,3112.1254,5715.3983,3574.953,4338.9023,1613.3781,2368.874,4007.3711,1569.2433,2439.1441
3082,2018-08-02,2355.1019,4397.5658,7603.7694,3124.8995,5949.3311,3370.9579,4996.012,5325.8014,3718.2967,1017.9888,3629.1748,2521.7777,4311.3597,3745.5756,4656.8866,1735.1059,5659.3562,7036.1722,6402.0878,4243.2111,13325.5598,9693.9117,3350.0379,10351.205,7547.9988,4349.9401,5575.5724,5121.8712,4219.4424,4513.3558,3004.1889,5694.1217,3557.1724,4243.6588,1607.7442,2323.7082,3896.9245,1542.0395,2419.1756
3083,2018-08-03,2327.1313,4313.4708,7435.8555,3087.6984,5924.3388,3315.2839,4929.75,5255.6309,3665.3598,1003.7359,3584.0343,2488.1195,4209.8358,3671.5939,4528.014,1718.3185,5598.0796,6979.0947,6413.8962,4274.6469,12977.7449,9438.7556,3325.9559,9985.9528,7306.5417,4305.7863,5477.0567,5080.1131,4178.7549,4443.0212,2979.0166,5527.1855,3474.3433,4179.1022,1595.8793,2318.9902,3843.9934,1564.783,2430.1693
3084,2018-08-06,2306.1259,4219.6829,7243.8444,3031.6665,5907.1946,3273.2728,4825.2508,5144.6419,3605.5606,983.6804,3543.0252,2449.5288,4136.4183,3607.2378,4458.5518,1679.4672,5486.768,6940.3638,6454.1123,4118.5363,12696.7419,9097.1978,3258.7034,9900.6334,7028.8467,4212.9279,5390.1353,4954.3238,4086.1544,4366.4834,2910.6391,5458.9649,3474.937,4077.8125,1586.9864,2281.6274,3710.1755,1559.2487,2381.9096
3085,2018-08-07,2381.8722,4335.1981,7426.7929,3121.8131,6061.167,3368.8695,4956.8718,5279.6417,3704.8186,991.9363,3623.2485,2511.583,4280.676,3716.9983,4577.3952,1725.5695,5656.3929,7146.1176,6590.8974,4176.0376,13040.4573,9304.4052,3298.8241,10298.823,7139.8936,4312.8258,5511.6369,5072.2916,4160.9478,4516.7211,2966.7662,5650.3908,3644.8401,4212.653,1635.8423,2319.241,3802.6827,1610.2688,2479.7268
3086,2018-08-08,2361.3254,4250.0589,7277.1314,3085.2555,5977.4539,3314.5075,4880.5694,5191.7863,3647.8478,972.5023,3609.0432,2481.8748,4178.5828,3650.315,4448.9516,1714.6624,5587.0187,7019.4022,6518.587,4163.1108,12771.0055,9084.9307,3234.2505,10072.7927,7006.4452,4205.5245,5404.4014,4986.65,4119.5685,4444.4897,2894.8492,5612.4944,3601.343,4167.5638,1643.5227,2299.1569,3749.1672,1601.1259,2473.4837
3087,2018-08-09,2389.1036,4387.7351,7471.9215,3142.9421,6107.2334,3397.5298,5004.7733,5307.9668,3733.9886,984.5263,3645.8935,2533.0398,4383.7303,3787.5599,4643.9098,1740.6105,5728.2499,7215.7134,6615.7699,4230.6261,13136.1036,9371.9767,3279.695,10325.2124,7188.355,4286.4396,5510.829,5134.2461,4197.2296,4545.6562,2965.4953,5671.2475,3640.3016,4242.9411,1653.9613,2330.8888,3836.6182,1613.6852,2492.6422
3088,2018-08-10,2381.9583,4419.5676,7546.4614,3148.5372,6105.0797,3405.0191,5030.5148,5342.0468,3749.0849,990.8401,3644.0013,2545.9413,4435.9064,3826.0462,4678.275,1745.2119,5814.3871,7210.0394,6572.779,4300.3698,13152.5102,9555.0412,3292.4622,10378.004,7270.0328,4306.6107,5534.4419,5178.6904,4206.1556,4557.6079,2993.9072,5694.7342,3640.7503,4254.1232,1645.4149,2312.1264,3837.1773,1600.3737,2487.3459
3089,2018-08-13,2381.0836,4468.3104,7526.754,3156.9698,6027.4559,3390.3441,5055.2753,5369.1758,3748.4225,988.9476,3623.1977,2543.1932,4559.768,3904.597,4736.6033,1738.6489,5751.1699,7136.0191,6471.3653,4293.8261,13027.3811,9619.4343,3306.7672,10307.6478,7302.3119,4300.2805,5533.3847,5243.8122,4203.8741,4587.7499,3000.2939,5681.6741,3631.4277,4256.8379,1667.3407,2310.534,3839.1975,1600.1657,2490.6428
3090,2018-08-14,2374.2482,4438.4161,7507.346,3150.955,5998.4689,3372.9137,5037.8831,5351.0187,3734.0611,988.6973,3624.1442,2522.7086,4500.1494,3899.0425,4674.085,1735.8146,5684.1891,7111.1883,6453.7875,4304.0488,13036.5608,9587.2963,3319.5427,10183.9229,7255.1031,4296.5303,5541.7102,5195.6354,4198.6434,4564.4861,2999.7335,5701.6473,3612.2004,4253.8918,1641.4291,2314.4636,3832.3233,1611.2803,2519.2142
3091,2018-08-15,2341.1726,4343.1727,7312.2516,3086.4667,5873.8123,3291.976,4932.8063,5242.0865,3653.8096,974.0112,3545.2567,2475.0221,4405.1277,3816.9891,4564.646,1700.9189,5604.1649,6921.0313,6332.5732,4253.6188,12659.6128,9293.1777,3271.889,9896.9375,7047.3985,4219.0782,5425.757,5132.4507,4109.2904,4471.5764,2942.1391,5526.0341,3574.7285,4178.7524,1609.2201,2271.1171,3740.9952,1569.0895,2481.7553
3092,2018-08-16,2317.7554,4305.7451,7217.8429,3052.0181,5894.1783,3276.7276,4888.3712,5178.2374,3626.4409,969.0009,3531.0225,2439.6966,4357.918,3864.3832,4532.7216,1684.0235,5608.8033,6956.8707,6352.2654,4135.2828,12391.7407,9235.5621,3223.2699,9855.5274,6932.84,4181.8725,5355.1931,5086.3182,4075.6121,4419.6324,2915.2777,5451.5866,3512.7802,4126.6843,1587.9782,2251.6414,3693.8749,1556.9347,2442.3237
3093,2018-08-17,2285.0411,4224.918,7060.1285,3007.7605,5847.7332,3229.6198,4803.0285,5084.207,3569.4824,953.6355,3457.9841,2382.6895,4271.1621,3804.3546,4469.3476,1652.3634,5553.5846,6901.947,6308.9879,4060.4643,12158.9343,8948.1002,3169.985,9651.4897,6783.4205,4129.187,5274.0401,5017.9296,4005.1863,4334.7944,2865.3185,5310.0289,3449.4325,4047.3554,1583.2395,2228.5136,3646.9777,1564.1951,2414.8028
3094,2018-08-20,2296.7736,4268.4743,7057.4167,3028.5238,5942.0013,3267.2498,4832.6512,5103.6343,3598.0727,964.5689,3442.3283,2393.7137,4372.0179,3906.9796,4518.4286,1650.9825,5614.5267,7033.6094,6407.0185,3988.2926,12262.9692,8861.3245,3156.8214,9753.3451,6777.7437,4132.5166,5286.8611,5070.6425,4027.0437,4351.1548,2884.1212,5372.926,3445.2786,4051.5171,1613.3007,2241.2329,3699.8455,1577.531,2457.3092
3095,2018-08-21,2330.6384,4316.8476,7255.4246,3059.4471,6006.7976,3326.6489,4891.9801,5162.0263,3650.4035,965.3194,3452.2827,2426.8615,4387.1534,3922.7743,4563.5441,1683.7088,5672.9629,7148.2433,6449.9466,4035.541,12716.2841,9159.7996,3177.7225,9982.693,7036.5352,4192.9422,5351.884,5150.7879,4066.8047,4402.5331,2939.3992,5460.1361,3513.5817,4099.2581,1612.2364,2252.5067,3739.1603,1582.0634,2471.5355
3096,2018-08-22,2300.5652,4263.7405,7188.5878,3033.0556,6001.2108,3307.9545,4837.0183,5102.3594,3620.1858,963.2604,3416.5674,2403.8275,4299.1054,3862.2824,4485.6496,1670.495,5631.5225,7185.3261,6427.8173,4037.1484,12616.4357,9098.7045,3130.9678,9828.7633,6890.6197,4164.3734,5314.7937,5147.1536,4036.6759,4357.8024,2904.3678,5422.6819,3454.7019,4058.6413,1605.5212,2226.3483,3691.7388,1587.3799,2453.5633
3097,2018-08-23,2303.3933,4308.1434,7213.5532,3039.9732,6031.564,3320.0257,4863.6651,5133.3288,3638.2843,962.5061,3413.0633,2415.9374,4383.7637,3929.1511,4536.4844,1667.7374,5622.0017,7263.5317,6447.1969,4024.7909,12671.4608,9182.7385,3143.4631,9778.206,6884.6201,4181.6877,5333.0781,5185.4045,4057.3991,4379.5976,2912.9179,5423.2646,3458.1782,4076.3809,1588.8816,2232.092,3699.2965,1572.5053,2471.0712
3098,2018-08-24,2297.4131,4289.9886,7191.2935,3033.0769,6098.7781,3325.3347,4852.2887,5116.1391,3638.9517,971.469,3408.5344,2403.3233,4375.42,3871.7702,4516.458,1674.7527,5623.8028,7306.7156,6575.0364,4023.9718,12539.2553,9198.3804,3135.661,9754.3303,6869.1154,4166.9219,5333.3976,5131.3349,4045.0221,4371.261,2905.1457,5423.1574,3438.9691,4052.3839,1595.1182,2227.7433,3686.8882,1558.5411,2480.8291
3099,2018-08-27,2328.2534,4407.5906,7414.2335,3090.614,6197.2084,3406.5735,4960.0655,5229.3611,3720.6677,973.139,3470.9801,2455.315,4498.5411,4003.2437,4670.911,1701.7927,5779.5614,7403.7618,6663.0488,4084.8913,12991.7432,9495.763,3201.2048,10060.185,7240.8173,4252.484,5429.4969,5291.0049,4119.131,4458.8199,2974.0257,5565.1125,3489.3174,4132.8644,1606.3745,2258.9611,3750.4362,1590.5188,2531.2379
3100,2018-08-28,2326.3361,4414.0171,7408.3235,3102.2658,6167.9983,3400.1705,4974.2072,5233.5027,3720.017,969.989,3476.8099,2462.5799,4498.0694,4019.3549,4663.654,1699.1612,5779.1875,7337.0208,6643.8483,4101.0593,12894.533,9477.2346,3195.9237,10124.9584,7236.9454,4272.3425,5439.7802,5347.0122,4151.4595,4470.4605,2967.2758,5528.3719,3488.1723,4150.8386,1606.588,2254.9722,3794.4767,1602.0589,2538.0777
3101,2018-08-29,2304.6676,4387.4574,7370.9662,3083.7488,6161.0785,3386.5736,4941.9607,5203.7117,3701.5104,956.4014,3468.887,2435.4572,4489.0568,4007.8293,4626.1041,1677.9088,5797.0524,7314.1201,6634.5751,4100.2536,12849.6451,9425.4651,3174.0779,10037.4668,7137.6868,4253.7471,5416.7383,5357.5931,4122.1238,4447.9925,2942.8307,5503.3009,3465.595,4128.0589,1588.9611,2239.7996,3755.1943,1597.2087,2525.7205
3102,2018-08-30,2282.1984,4309.6524,7296.5927,3042.0536,6096.8135,3351.0942,4867.1214,5114.2663,3653.3684,948.3533,3405.9861,2410.0074,4390.6381,3900.9645,4540.8983,1669.0621,5731.6227,7258.2865,6551.5104,4065.0457,12735.7566,9288.8253,3141.7655,9941.9553,7170.3002,4208.7172,5372.0369,5255.8566,4072.0361,4359.4259,2916.9712,5410.9312,3396.1191,4074.5949,1555.9016,2227.4883,3708.5032,1575.2242,2501.1512
3103,2018-08-31,2274.481,4265.0312,7163.8145,3015.2656,6126.9307,3334.5036,4814.8237,5057.9848,3625.9119,930.656,3382.7043,2375.9725,4346.4542,3876.0426,4495.6764,1658.6355,5771.2183,7252.5692,6608.6512,4027.8629,12405.2743,9126.6388,3107.628,9741.5443,7011.7238,4183.2168,5326.7147,5240.5263,4042.1169,4313.9723,2881.0521,5371.4153,3393.5871,4028.4008,1547.605,2206.09,3664.8242,1567.3537,2490.7864
3104,2018-09-03,2259.653,4272.6324,7155.505,3003.6388,6112.9779,3321.8248,4838.873,5054.1051,3619.7099,941.3102,3364.6206,2377.0586,4417.9078,3831.0851,4467.174,1636.4602,5744.754,7237.8123,6598.1651,4062.5639,12393.4879,9115.0727,3093.9383,9685.6291,6967.5544,4190.491,5296.9971,5344.7826,4054.248,4310.859,2873.4105,5347.4433,3361.3732,4014.2332,1538.4823,2207.9994,3654.9245,1557.2531,2493.3451
3105,2018-09-04,2275.5165,4339.9959,7216.3282,3031.3564,6203.3453,3363.8984,4890.2806,5113.1474,3662.6577,950.3985,3396.1049,2414.4737,4525.3782,3871.2874,4535.0135,1649.4448,5825.835,7372.8035,6673.8257,4100.4191,12520.7447,9184.3275,3123.6512,9792.8748,6998.9689,4218.1342,5334.2735,5525.4133,4091.0136,4362.0533,2896.5358,5393.8942,3386.1207,4042.3824,1553.647,2228.5742,3666.6535,1571.0339,2524.9337
3106,2018-09-05,2245.8445,4282.3865,7094.095,2978.3717,6066.2736,3298.1412,4815.0343,5032.502,3599.9832,947.0673,3361.822,2399.9413,4442.2986,3851.9882,4457.4352,1627.1458,5709.125,7201.03,6530.1227,4058.5324,12273.147,9060.3029,3083.1739,9555.3086,6813.5116,4156.3182,5226.2582,5487.6948,4057.5356,4292.5982,2839.3825,5260.721,3325.0715,3973.9669,1521.4305,2201.8662,3598.905,1535.1952,2489.2669
3107,2018-09-06,2232.4449,4271.9907,6994.0771,2963.17,6020.6654,3262.8808,4793.3454,5012.5093,3575.1071,944.9705,3338.2188,2382.3561,4484.1563,3863.7704,4425.8573,1612.2746,5624.0154,7146.9572,6503.4901,4051.1335,11981.7085,8968.6318,3063.1816,9401.7051,6707.0892,4126.191,5203.9124,5524.2439,4036.2448,4281.2803,2802.7591,5213.2424,3288.8735,3936.1344,1513.1356,2197.638,3578.5385,1531.1493,2484.8237
3108,2018-09-07,2237.9053,4240.2815,7059.8039,2979.0634,6066.9574,3277.6438,4791.7779,5022.2844,3586.9309,952.0058,3357.1769,2372.0067,4366.2902,3806.6588,4384.1457,1624.6067,5663.3452,7224.6838,6536.688,4070.0332,12118.648,9088.3961,3074.2379,9421.7192,6882.28,4133.5761,5225.6181,5476.3362,4043.845,4298.6911,2811.7775,5245.746,3316.9829,3948.7324,1528.0151,2200.7277,3593.7373,1581.0771,2487.9701
3109,2018-09-10,2216.8746,4129.8665,6964.0146,2931.9123,6010.122,3230.0681,4704.8782,4923.6444,3528.7268,934.5879,3295.884,2311.7887,4241.2795,3688.1866,4218.2898,1599.9901,5661.2429,7078.0279,6509.339,4034.6307,12013.85,8938.9835,3025.3138,9336.5678,6710.4621,4052.1968,5139.1528,5355.4604,4008.1314,4219.1734,2747.5683,5082.9869,3283.854,3871.1823,1521.9825,2181.3153,3510.1483,1566.9043,2476.8705
3110,2018-09-11,2221.5528,4150.714,6982.5865,2919.645,5974.9713,3224.2116,4702.9032,4925.3007,3526.2641,940.8675,3286.8182,2308.3513,4281.1183,3726.7165,4235.143,1601.2763,5622.7157,7060.2089,6457.0328,4044.6194,12061.1237,8972.8124,3028.7642,9351.6753,6758.5632,4049.3671,5131.8828,5448.9234,4036.587,4237.9397,2749.4486,4970.1871,3282.1744,3837.9965,1466.9646,2181.4355,3513.2489,1534.4961,2485.4369
3111,2018-09-12,2217.8033,4141.0334,6891.9131,2919.9857,5965.8909,3202.0248,4693.9743,4919.8057,3513.4459,951.2989,3297.2805,2317.4042,4264.807,3704.2031,4187.8991,1594.8166,5608.4102,7032.8813,6463.9594,4020.0436,11834.3872,8804.4602,3025.5524,9319.2763,6655.9243,4041.9819,5145.5476,5518.798,4041.115,4233.8683,2756.354,4953.1991,3280.5067,3841.2248,1465.646,2184.7713,3524.285,1534.7461,2492.9924
3112,2018-09-13,2235.1289,4182.985,6895.8871,2951.1306,6052.8471,3236.5662,4721.2121,4958.1648,3544.9272,962.3882,3322.2775,2313.4661,4325.1496,3781.5224,4229.2037,1609.8231,5645.9417,7175.2614,6549.0831,4026.1959,11893.5144,8694.6155,3026.4242,9400.2262,6764.2689,4076.0159,5193.6837,5645.3059,4066.6939,4272.3904,2776.7373,4998.9353,3310.2523,3875.2721,1478.5327,2205.8549,3564.0154,1550.8593,2551.8053
3113,2018-09-14,2229.2104,4119.6756,6894.3513,2944.7496,6058.3006,3242.0902,4670.0799,4907.9343,3529.8022,967.3319,3300.9283,2298.018,4189.5878,3719.2364,4175.3082,1612.4282,5653.896,7199.0843,6540.1679,4002.0959,12060.3324,8585.3656,2993.1926,9451.417,6771.4125,4046.6592,5247.6409,5469.7737,4050.4735,4228.4089,2748.5794,4995.2878,3286.3397,3861.8678,1484.0798,2199.1019,3564.3084,1555.1255,2547.5321
3114,2018-09-17,2204.2736,4056.9431,6808.6902,2897.9565,6000.0635,3204.9224,4602.3901,4831.5632,3482.8986,969.051,3230.8707,2259.7514,4130.5486,3672.6654,4089.8342,1597.7684,5574.9564,7142.7773,6480.9359,3944.869,12069.6751,8393.8423,2940.0799,9342.7731,6726.971,3990.1082,5155.5994,5413.1594,4025.3887,4172.8541,2691.6439,4908.8113,3225.2281,3782.5863,1454.8064,2185.2919,3484.7836,1527.7622,2531.1369
3115,2018-09-18,2267.3889,4124.3328,6928.763,2951.0212,6107.2908,3269.4319,4683.5056,4917.3504,3547.9233,989.557,3297.8564,2302.164,4218.2789,3718.9324,4148.8946,1622.9362,5651.2801,7301.5976,6583.8312,3975.4279,12352.5066,8564.482,2968.4272,9428.398,6835.0103,4073.772,5207.0914,5475.0599,4099.915,4256.9845,2728.4955,5100.6049,3384.2623,3857.749,1505.0443,2212.4804,3551.8466,1560.763,2549.1271
